Year,Month,Day,Hour,Temperature [C],Rain [mm],Humidity [rel%],Pressure [mbar],Cloud Cover [%],Wind Speed [kph],power_output
2016,9,11,12,26,0.0,45,1016,1,6,5
2016,9,11,13,25,0.0,44,1015,2,7,9
2016,9,11,14,24,0.0,43,1015,3,9,20
2016,9,11,15,24,0.0,42,1014,4,10,27
2016,9,11,16,22,0.0,48,1014,4,9,20
2016,9,11,17,21,0.0,54,1014,5,9,20
2016,9,11,18,20,0.0,60,1014,6,9,20
2016,9,11,19,19,0.0,67,1015,8,8,14
2016,9,11,20,17,0.0,75,1015,9,7,9
2016,9,11,21,16,0.0,82,1016,11,6,5
2016,9,11,22,15,0.0,83,1016,12,7,9
2016,9,11,23,15,0.0,84,1016,12,8,14
2016,9,12,0,14,0.0,85,1016,13,9,20
2016,9,12,1,14,0.0,86,1017,12,9,20
2016,9,12,2,14,0.0,87,1017,11,10,27
2016,9,12,3,15,0.0,89,1017,11,11,36
2016,9,12,4,15,0.0,89,1018,20,11,36
2016,9,12,5,16,0.0,89,1018,29,11,36
2016,9,12,6,17,0.0,90,1019,38,12,45
2016,9,12,7,18,0.0,86,1020,46,12,45
2016,9,12,8,19,0.0,83,1020,54,12,45
2016,9,12,9,19,0.0,80,1021,62,13,56
2016,9,12,10,20,0.0,74,1021,56,12,45
2016,9,12,11,21,0.1,69,1022,49,12,45
2016,9,12,12,21,0.1,63,1022,43,11,36
2016,9,12,13,21,0.0,62,1022,30,11,36
2016,9,12,14,20,0.0,60,1022,17,10,27
2016,9,12,15,20,0.0,59,1023,5,9,20
2016,9,12,16,19,0.0,63,1023,5,11,36
2016,9,12,17,18,0.0,67,1023,5,13,56
2016,9,12,18,18,0.0,71,1024,6,15,81
2016,9,12,19,17,0.0,76,1024,5,15,81
2016,9,12,20,16,0.0,81,1025,5,14,68
2016,9,12,21,15,0.0,85,1026,4,14,68
2016,9,12,22,15,0.0,85,1026,3,13,56
2016,9,12,23,14,0.0,86,1026,3,13,56
2016,9,13,0,14,0.0,86,1026,2,13,56
2016,9,13,1,14,0.0,86,1026,5,12,45
2016,9,13,2,14,0.0,86,1026,7,12,45
2016,9,13,3,15,0.0,87,1026,10,12,45
2016,9,13,4,16,0.0,86,1026,13,11,36
2016,9,13,5,17,0.0,85,1026,15,11,36
2016,9,13,6,18,0.0,84,1026,18,10,27
2016,9,13,7,19,0.0,79,1026,17,10,27
2016,9,13,8,20,0.0,74,1026,16,10,27
2016,9,13,9,21,0.0,69,1026,15,10,27
2016,9,13,10,22,0.0,62,1025,12,9,20
2016,9,13,11,23,0.0,54,1025,8,9,20
2016,9,13,12,24,0.0,47,1025,5,9,20
2016,9,13,13,23,0.0,47,1024,6,9,20
2016,9,13,14,23,0.0,46,1023,6,10,27
2016,9,13,15,23,0.0,46,1023,7,10,27
2016,9,13,16,22,0.0,51,1022,8,12,45
2016,9,13,17,21,0.0,57,1022,8,13,56
2016,9,13,18,21,0.0,63,1022,9,14,68
2016,9,13,19,20,0.0,69,1022,9,13,56
2016,9,13,20,20,0.0,75,1022,9,12,45
2016,9,13,21,19,0.0,81,1022,9,12,45
2016,9,13,22,19,0.0,83,1021,8,11,36
2016,9,13,23,18,0.0,84,1021,7,10,27
2016,9,14,0,18,0.0,85,1021,6,9,20
2016,9,14,1,18,0.0,86,1020,4,9,20
2016,9,14,2,18,0.0,86,1019,2,9,20
2016,9,14,3,19,0.0,86,1018,0,8,14
2016,9,14,4,20,0.0,84,1018,0,8,14
2016,9,14,5,21,0.0,82,1018,0,7,9
2016,9,14,6,22,0.0,80,1017,0,6,5
2016,9,14,7,23,0.0,74,1017,0,6,5
2016,9,14,8,23,0.0,67,1017,0,5,2
2016,9,14,9,24,0.0,61,1017,0,4,1
2016,9,14,10,25,0.0,55,1016,0,4,1
2016,9,14,11,26,0.0,49,1016,0,4,1
2016,9,14,12,26,0.0,43,1016,0,4,1
2016,9,14,13,26,0.0,43,1015,0,5,2
2016,9,14,14,25,0.0,44,1014,0,6,5
2016,9,14,15,25,0.0,44,1014,0,8,14
2016,9,14,16,23,0.0,50,1014,0,7,9
2016,9,14,17,22,0.0,56,1014,0,7,9
2016,9,14,18,21,0.0,62,1013,0,6,5
2016,9,14,19,19,0.0,70,1013,0,6,5
2016,9,14,20,18,0.0,78,1013,0,6,5
2016,9,14,21,17,0.0,86,1013,0,5,2
2016,9,14,22,16,0.0,86,1013,0,5,2
2016,9,14,23,15,0.0,87,1013,0,4,1
2016,9,15,0,15,0.0,87,1012,0,4,1
2016,9,15,1,15,0.0,87,1012,2,3,0
2016,9,15,2,15,0.0,87,1011,3,3,0
2016,9,15,3,15,0.0,87,1011,5,3,0
2016,9,15,4,16,0.0,86,1011,8,5,2
2016,9,15,5,17,0.0,84,1010,12,6,5
2016,9,15,6,18,0.0,83,1010,15,8,14
2016,9,15,7,18,0.0,79,1010,14,10,27
2016,9,15,8,19,0.0,76,1010,13,12,45
2016,9,15,9,19,0.0,72,1010,11,14,68
2016,9,15,10,20,0.0,69,1010,8,16,95
2016,9,15,11,20,0.0,66,1009,4,18,126
2016,9,15,12,21,0.0,62,1009,1,20,162
2016,9,15,13,21,0.0,64,1008,7,20,162
2016,9,15,14,20,0.0,65,1008,13,20,162
2016,9,15,15,20,0.0,66,1007,18,20,162
2016,9,15,16,18,0.0,70,1007,33,19,143
2016,9,15,17,17,0.0,74,1007,48,17,110
2016,9,15,18,16,0.0,78,1007,63,15,81
2016,9,15,19,15,0.0,81,1007,65,14,68
2016,9,15,20,14,0.0,83,1007,67,13,56
2016,9,15,21,13,0.0,86,1008,69,12,45
2016,9,15,22,12,0.0,85,1008,65,13,56
2016,9,15,23,11,0.0,85,1008,60,14,68
2016,9,16,0,11,0.0,84,1008,56,15,81
2016,9,16,1,11,0.2,84,1008,62,16,95
2016,9,16,2,11,0.3,85,1008,69,17,110
2016,9,16,3,11,0.4,85,1008,76,18,126
2016,9,16,4,12,1.3,86,1009,84,17,110
2016,9,16,5,12,2.1,87,1009,92,16,95
2016,9,16,6,13,2.9,88,1009,100,15,81
2016,9,16,7,13,4.1,89,1010,100,14,68
2016,9,16,8,13,5.2,90,1010,100,14,68
2016,9,16,9,14,6.4,91,1011,100,13,56
2016,9,16,10,14,5.8,90,1012,100,12,45
2016,9,16,11,14,5.1,90,1013,100,11,36
2016,9,16,12,15,4.5,89,1014,100,9,20
2016,9,16,13,14,3.4,87,1015,94,11,36
2016,9,16,14,14,2.3,86,1015,87,12,45
2016,9,16,15,14,1.3,84,1016,81,13,56
2016,9,16,16,14,1.1,83,1017,68,16,95
2016,9,16,17,13,0.9,83,1018,55,19,143
2016,9,16,18,13,0.7,82,1019,42,22,202
2016,9,16,19,13,0.5,81,1020,40,21,182
2016,9,16,20,12,0.3,80,1021,39,21,182
2016,9,16,21,12,0.1,80,1023,37,21,182
2016,9,16,22,12,0.0,78,1023,32,20,162
2016,9,16,23,11,0.0,77,1024,27,20,162
2016,9,17,0,11,0.0,75,1025,21,19,143
2016,9,17,1,11,0.0,74,1025,16,18,126
2016,9,17,2,12,0.0,73,1026,11,17,110
2016,9,17,3,12,0.0,71,1026,7,17,110
2016,9,17,4,13,0.0,71,1027,8,17,110
2016,9,17,5,13,0.0,70,1027,9,17,110
2016,9,17,6,14,0.0,69,1028,10,17,110
2016,9,17,7,14,0.0,67,1028,9,17,110
2016,9,17,8,15,0.0,65,1029,8,18,126
2016,9,17,9,16,0.0,63,1030,7,19,143
2016,9,17,10,16,0.0,60,1030,5,21,182
2016,9,17,11,17,0.0,56,1030,4,23,224
2016,9,17,12,17,0.0,53,1030,2,24,247
2016,9,17,13,17,0.0,54,1030,2,24,247
2016,9,17,14,17,0.0,55,1030,1,24,247
2016,9,17,15,16,0.0,56,1030,1,24,247
2016,9,17,16,16,0.0,59,1030,2,23,224
2016,9,17,17,15,0.0,63,1030,3,22,202
2016,9,17,18,14,0.0,67,1030,3,21,182
2016,9,17,19,14,0.0,71,1031,3,18,126
2016,9,17,20,13,0.0,75,1031,2,16,95
2016,9,17,21,13,0.0,79,1032,2,14,68
2016,9,17,22,12,0.0,80,1032,7,13,56
2016,9,17,23,12,0.0,81,1032,11,12,45
2016,9,18,0,12,0.0,82,1032,16,11,36
2016,9,18,1,12,0.0,82,1032,29,10,27
2016,9,18,2,12,0.0,82,1032,41,9,20
2016,9,18,3,13,0.0,82,1032,54,9,20
2016,9,18,4,14,0.0,82,1032,50,8,14
2016,9,18,5,15,0.0,81,1032,47,8,14
2016,9,18,6,16,0.0,80,1031,44,8,14
2016,9,18,7,17,0.0,74,1031,32,7,9
2016,9,18,8,18,0.0,68,1031,19,7,9
2016,9,18,9,19,0.0,62,1031,7,6,5
2016,9,18,10,20,0.0,55,1031,6,6,5
2016,9,18,11,21,0.0,48,1031,6,6,5
2016,9,18,12,22,0.0,42,1030,5,5,2
2016,9,18,13,21,0.0,41,1030,5,6,5
2016,9,18,14,21,0.0,41,1029,4,8,14
2016,9,18,15,21,0.0,40,1028,4,9,20
2016,9,18,16,21,0.0,46,1028,4,9,20
2016,9,18,17,20,0.0,52,1028,5,10,27
2016,9,18,18,20,0.0,57,1028,5,10,27
2016,9,18,19,19,0.0,65,1027,5,10,27
2016,9,18,20,19,0.0,72,1027,6,9,20
2016,9,18,21,19,0.0,80,1027,6,9,20
2016,9,18,22,18,0.0,80,1027,6,8,14
2016,9,18,23,18,0.0,81,1027,6,8,14
2016,9,19,0,18,0.0,82,1026,6,7,9
2016,9,19,1,18,0.0,80,1026,7,7,9
2016,9,19,2,18,0.0,78,1025,8,7,9
2016,9,19,3,19,0.0,76,1025,9,7,9
2016,9,19,4,20,0.0,73,1024,10,7,9
2016,9,19,5,21,0.0,70,1024,12,6,5
2016,9,19,6,22,0.0,68,1024,14,6,5
2016,9,19,7,23,0.0,61,1023,20,5,2
2016,9,19,8,24,0.0,55,1023,25,5,2
2016,9,19,9,25,0.0,49,1023,31,4,1
2016,9,19,10,25,0.0,44,1023,36,4,1
2016,9,19,11,26,0.0,39,1022,40,3,0
2016,9,19,12,27,0.0,34,1022,45,3,0
2016,9,19,13,26,0.0,35,1021,46,5,2
2016,9,19,14,26,0.0,36,1021,48,6,5
2016,9,19,15,25,0.0,37,1020,49,8,14
2016,9,19,16,24,0.0,42,1020,34,9,20
2016,9,19,17,22,0.0,48,1020,19,11,36
2016,9,19,18,21,0.0,53,1020,4,13,56
2016,9,19,19,19,0.0,59,1020,13,13,56
2016,9,19,20,18,0.0,64,1020,21,13,56
2016,9,19,21,17,0.0,69,1020,30,13,56
2016,9,19,22,16,0.0,72,1020,45,13,56
2016,9,19,23,15,0.0,75,1020,60,13,56
2016,9,20,0,14,0.0,78,1020,76,13,56
2016,9,20,1,14,0.0,81,1020,76,13,56
2016,9,20,2,15,0.0,85,1020,76,13,56
2016,9,20,3,15,0.0,88,1020,76,14,68
2016,9,20,4,16,0.0,87,1019,77,14,68
2016,9,20,5,16,0.0,86,1019,77,14,68
2016,9,20,6,17,0.0,85,1019,77,14,68
2016,9,20,7,18,0.0,81,1019,76,15,81
2016,9,20,8,19,0.0,77,1019,76,15,81
2016,9,20,9,19,0.0,73,1019,75,16,95
2016,9,20,10,20,0.0,67,1019,74,17,110
2016,9,20,11,20,0.0,62,1019,73,18,126
2016,9,20,12,21,0.0,56,1019,72,19,143
2016,9,20,13,21,0.0,56,1018,65,20,162
2016,9,20,14,20,0.0,57,1018,59,21,182
2016,9,20,15,20,0.0,57,1018,52,22,202
2016,9,20,16,20,0.0,62,1017,46,21,182
2016,9,20,17,19,0.0,66,1017,39,21,182
2016,9,20,18,19,0.0,71,1017,33,20,162
2016,9,20,19,18,0.0,76,1017,46,18,126
2016,9,20,20,18,0.0,81,1017,60,16,95
2016,9,20,21,17,0.0,86,1018,73,14,68
2016,9,20,22,17,0.0,87,1018,65,13,56
2016,9,20,23,17,0.0,88,1018,57,12,45
2016,9,21,0,16,0.0,89,1018,50,12,45
2016,9,21,1,17,0.0,90,1018,35,11,36
2016,9,21,2,17,0.0,90,1018,20,10,27
2016,9,21,3,17,0.0,91,1018,5,9,20
2016,9,21,4,17,0.0,89,1017,5,8,14
2016,9,21,5,18,0.0,87,1017,5,6,5
2016,9,21,6,18,0.0,86,1017,5,5,2
2016,9,21,7,19,0.0,80,1017,5,5,2
2016,9,21,8,19,0.0,74,1017,4,4,1
2016,9,21,9,20,0.0,68,1017,4,4,1
2016,9,21,10,20,0.0,63,1017,5,6,5
2016,9,21,11,20,0.0,58,1017,6,8,14
2016,9,21,12,21,0.0,53,1017,7,10,27
2016,9,21,13,20,0.0,54,1017,7,11,36
2016,9,21,14,20,0.0,55,1017,8,13,56
2016,9,21,15,20,0.0,56,1016,9,14,68
2016,9,21,16,19,0.0,62,1016,16,14,68
2016,9,21,17,18,0.0,67,1017,24,14,68
2016,9,21,18,17,0.0,73,1017,32,13,56
2016,9,21,19,16,0.2,79,1017,49,12,45
2016,9,21,20,16,0.3,84,1018,66,11,36
2016,9,21,21,15,0.5,90,1018,83,10,27
2016,9,21,22,14,0.8,90,1018,85,10,27
2016,9,21,23,14,1.2,91,1019,87,9,20
2016,9,22,0,14,1.5,92,1019,89,9,20
2016,9,22,1,14,1.5,91,1019,80,9,20
2016,9,22,2,14,1.4,91,1019,71,9,20
2016,9,22,3,14,1.4,91,1019,63,10,27
2016,9,22,4,14,1.1,89,1019,62,11,36
2016,9,22,5,15,0.8,87,1020,62,12,45
2016,9,22,6,15,0.5,85,1020,62,13,56
2016,9,22,7,16,0.5,81,1021,64,15,81
2016,9,22,8,16,0.5,77,1022,66,16,95
2016,9,22,9,17,0.4,73,1023,68,17,110
2016,9,22,10,17,0.4,68,1023,59,18,126
2016,9,22,11,17,0.3,63,1023,50,18,126
2016,9,22,12,18,0.2,59,1023,41,19,143
2016,9,22,13,17,0.2,57,1023,32,19,143
2016,9,22,14,17,0.1,56,1023,24,19,143
2016,9,22,15,17,0.1,55,1023,15,19,143
2016,9,22,16,16,0.0,58,1023,12,19,143
2016,9,22,17,16,0.0,62,1023,10,19,143
2016,9,22,18,15,0.0,65,1024,7,18,126
2016,9,22,19,15,0.0,68,1024,7,17,110
2016,9,22,20,14,0.0,72,1025,8,16,95
2016,9,22,21,14,0.0,75,1026,9,15,81
2016,9,22,22,14,0.0,75,1026,9,14,68
2016,9,22,23,13,0.0,75,1026,9,14,68
2016,9,23,0,13,0.0,75,1027,10,13,56
2016,9,23,1,13,0.0,74,1027,6,13,56
2016,9,23,2,13,0.0,74,1026,3,13,56
2016,9,23,3,14,0.0,74,1026,0,12,45
2016,9,23,4,14,0.0,73,1026,0,12,45
2016,9,23,5,15,0.0,73,1026,0,12,45
2016,9,23,6,15,0.0,73,1026,1,12,45
2016,9,23,7,16,0.0,69,1026,2,12,45
2016,9,23,8,16,0.0,66,1026,3,12,45
2016,9,23,9,17,0.0,62,1026,4,13,56
2016,9,23,10,17,0.0,59,1026,4,14,68
2016,9,23,11,18,0.0,55,1026,5,15,81
2016,9,23,12,18,0.0,51,1026,5,15,81
2016,9,23,13,18,0.0,52,1025,5,17,110
2016,9,23,14,18,0.0,52,1025,4,18,126
2016,9,23,15,18,0.0,53,1024,3,19,143
2016,9,23,16,17,0.0,56,1024,3,18,126
2016,9,23,17,17,0.0,59,1024,3,18,126
2016,9,23,18,17,0.0,63,1024,3,18,126
2016,9,23,19,16,0.0,66,1025,4,16,95
2016,9,23,20,16,0.0,69,1025,4,14,68
2016,9,23,21,16,0.0,72,1025,5,12,45
2016,9,23,22,16,0.0,74,1025,7,11,36
2016,9,23,23,15,0.0,76,1025,9,10,27
2016,9,24,0,15,0.0,78,1025,11,8,14
2016,9,24,1,15,0.0,80,1025,13,7,9
2016,9,24,2,15,0.0,83,1024,16,6,5
2016,9,24,3,16,0.0,85,1024,19,4,1
2016,9,24,4,16,0.0,84,1024,23,4,1
2016,9,24,5,17,0.0,83,1023,28,4,1
2016,9,24,6,18,0.0,81,1023,33,4,1
2016,9,24,7,18,0.0,77,1023,41,4,1
2016,9,24,8,19,0.0,73,1023,50,4,1
2016,9,24,9,19,0.0,70,1023,58,4,1
2016,9,24,10,20,0.0,69,1023,59,5,2
2016,9,24,11,20,0.0,68,1023,59,7,9
2016,9,24,12,20,0.0,67,1023,60,9,20
2016,9,24,13,20,0.1,68,1022,60,10,27
2016,9,24,14,20,0.1,69,1022,61,12,45
2016,9,24,15,20,0.1,70,1022,61,14,68
2016,9,24,16,19,0.1,73,1022,50,15,81
2016,9,24,17,18,0.1,77,1022,39,15,81
2016,9,24,18,18,0.1,80,1022,29,16,95
2016,9,24,19,17,0.0,84,1022,20,15,81
2016,9,24,20,17,0.0,87,1022,12,14,68
2016,9,24,21,16,0.0,91,1022,3,14,68
2016,9,24,22,16,0.0,91,1022,4,13,56
2016,9,24,23,15,0.0,91,1022,4,13,56
2016,9,25,0,15,0.0,91,1021,5,13,56
2016,9,25,1,15,0.0,91,1021,6,12,45
2016,9,25,2,16,0.0,91,1021,6,11,36
2016,9,25,3,16,0.0,91,1020,7,11,36
2016,9,25,4,18,0.0,90,1020,6,11,36
2016,9,25,5,20,0.0,88,1019,4,10,27
2016,9,25,6,21,0.0,86,1019,2,10,27
2016,9,25,7,22,0.0,80,1018,9,10,27
2016,9,25,8,24,0.0,74,1018,17,10,27
2016,9,25,9,25,0.0,68,1018,24,10,27
2016,9,25,10,26,0.0,60,1017,34,9,20
2016,9,25,11,27,0.0,53,1016,43,8,14
2016,9,25,12,29,0.0,46,1015,53,8,14
2016,9,25,13,28,0.0,44,1014,40,7,9
2016,9,25,14,27,0.0,43,1013,28,7,9
2016,9,25,15,27,0.0,41,1012,15,7,9
2016,9,25,16,25,0.0,45,1012,11,7,9
2016,9,25,17,24,0.0,50,1011,8,8,14
2016,9,25,18,23,0.0,54,1010,4,8,14
2016,9,25,19,22,0.0,60,1009,3,8,14
2016,9,25,20,20,0.0,66,1009,3,8,14
2016,9,25,21,19,0.0,72,1008,3,7,9
2016,9,25,22,18,0.0,71,1008,2,7,9
2016,9,25,23,18,0.0,71,1007,2,6,5
2016,9,26,0,17,0.0,70,1007,2,6,5
2016,9,26,1,17,0.0,69,1006,5,7,9
2016,9,26,2,17,0.0,67,1006,8,7,9
2016,9,26,3,17,0.0,66,1006,12,8,14
2016,9,26,4,17,0.0,65,1006,18,11,36
2016,9,26,5,18,0.0,63,1006,24,14,68
2016,9,26,6,18,0.0,62,1006,29,17,110
2016,9,26,7,18,0.0,66,1007,33,20,162
2016,9,26,8,19,0.0,70,1008,37,23,224
2016,9,26,9,19,0.0,74,1008,40,26,296
2016,9,26,10,19,0.1,74,1009,54,27,323
2016,9,26,11,19,0.1,75,1009,68,28,350
2016,9,26,12,20,0.2,75,1009,82,29,379
2016,9,26,13,19,0.3,78,1009,84,27,323
2016,9,26,14,19,0.3,82,1009,87,25,271
2016,9,26,15,19,0.4,85,1009,90,23,224
2016,9,26,16,18,0.4,86,1009,91,22,202
2016,9,26,17,18,0.4,87,1009,92,21,182
2016,9,26,18,17,0.4,88,1009,94,20,162
2016,9,26,19,17,0.8,88,1010,96,21,182
2016,9,26,20,16,1.1,89,1010,98,21,182
2016,9,26,21,16,1.5,89,1011,99,21,182
2016,9,26,22,16,2.1,90,1011,94,20,162
2016,9,26,23,15,2.7,90,1011,89,19,143
2016,9,27,0,15,3.3,90,1012,84,18,126
2016,9,27,1,15,2.7,90,1012,80,16,95
2016,9,27,2,15,2.1,89,1012,75,14,68
2016,9,27,3,15,1.5,88,1012,70,13,56
2016,9,27,4,15,1.2,85,1012,71,13,56
2016,9,27,5,16,0.9,83,1013,71,14,68
2016,9,27,6,16,0.6,80,1013,72,14,68
2016,9,27,7,16,0.6,77,1014,57,16,95
2016,9,27,8,16,0.7,74,1015,43,18,126
2016,9,27,9,16,0.7,71,1015,28,20,162
2016,9,27,10,16,1.0,69,1016,35,20,162
2016,9,27,11,16,1.2,68,1016,43,21,182
2016,9,27,12,17,1.5,67,1017,51,21,182
2016,9,27,13,16,1.7,67,1017,53,19,143
2016,9,27,14,16,1.9,67,1017,56,18,126
2016,9,27,15,16,2.0,67,1018,58,16,95
2016,9,27,16,15,1.8,68,1018,51,15,81
2016,9,27,17,15,1.5,69,1019,44,13,56
2016,9,27,18,15,1.2,70,1019,37,12,45
2016,9,27,19,14,1.0,72,1020,35,10,27
2016,9,27,20,14,0.7,74,1021,33,9,20
2016,9,27,21,13,0.5,76,1021,32,8,14
2016,9,27,22,13,0.3,74,1022,39,8,14
2016,9,27,23,13,0.2,73,1022,46,8,14
2016,9,28,0,12,0.0,72,1023,53,8,14
2016,9,28,1,13,0.0,70,1023,59,8,14
2016,9,28,2,13,0.0,69,1023,65,9,20
2016,9,28,3,13,0.0,67,1023,72,9,20
2016,9,28,4,14,0.0,67,1024,77,10,27
2016,9,28,5,14,0.0,66,1024,82,11,36
2016,9,28,6,15,0.0,66,1024,86,12,45
2016,9,28,7,15,0.0,65,1024,88,14,68
2016,9,28,8,16,0.0,65,1025,90,15,81
2016,9,28,9,16,0.0,64,1025,92,17,110
2016,9,28,10,17,0.1,62,1025,82,18,126
2016,9,28,11,17,0.1,60,1025,72,19,143
2016,9,28,12,18,0.1,58,1025,61,21,182
2016,9,28,13,17,0.1,57,1025,48,21,182
2016,9,28,14,17,0.1,56,1025,35,21,182
2016,9,28,15,17,0.1,55,1024,21,21,182
2016,9,28,16,17,0.1,58,1024,17,20,162
2016,9,28,17,16,0.1,62,1025,13,19,143
2016,9,28,18,16,0.1,66,1025,9,17,110
2016,9,28,19,16,0.0,70,1025,15,15,81
2016,9,28,20,15,0.0,74,1025,20,13,56
2016,9,28,21,15,0.0,79,1025,26,10,27
2016,9,28,22,15,0.0,79,1026,33,10,27
2016,9,28,23,15,0.0,79,1026,40,9,20
2016,9,29,0,14,0.0,80,1026,47,9,20
2016,9,29,1,14,0.0,79,1026,52,9,20
2016,9,29,2,15,0.1,78,1025,58,9,20
2016,9,29,3,15,0.1,77,1025,63,9,20
2016,9,29,4,15,0.0,77,1025,62,9,20
2016,9,29,5,16,0.0,76,1025,61,9,20
2016,9,29,6,17,0.0,76,1025,60,9,20
2016,9,29,7,17,0.0,73,1025,57,9,20
2016,9,29,8,18,0.0,71,1026,53,9,20
2016,9,29,9,18,0.0,68,1026,50,9,20
2016,9,29,10,19,0.1,65,1026,46,9,20
2016,9,29,11,19,0.1,61,1025,42,9,20
2016,9,29,12,20,0.1,58,1025,39,10,27
2016,9,29,13,20,0.1,58,1025,35,11,36
2016,9,29,14,19,0.1,58,1025,30,12,45
2016,9,29,15,19,0.1,58,1024,26,13,56
2016,9,29,16,19,0.0,60,1024,25,14,68
2016,9,29,17,18,0.0,63,1024,25,14,68
2016,9,29,18,18,0.0,66,1024,24,14,68
2016,9,29,19,17,0.0,69,1024,31,13,56
2016,9,29,20,17,0.0,72,1024,38,13,56
2016,9,29,21,16,0.0,76,1024,45,12,45
2016,9,29,22,16,0.0,76,1024,50,12,45
2016,9,29,23,16,0.0,77,1024,54,11,36
2016,9,30,0,15,0.0,78,1024,58,11,36
2016,9,30,1,16,0.0,79,1024,53,11,36
2016,9,30,2,16,0.0,79,1024,49,10,27
2016,9,30,3,16,0.0,80,1023,44,10,27
2016,9,30,4,16,0.0,79,1023,31,10,27
2016,9,30,5,17,0.0,78,1023,18,10,27
2016,9,30,6,18,0.0,77,1023,6,10,27
2016,9,30,7,18,0.0,74,1023,5,10,27
2016,9,30,8,19,0.0,70,1023,4,11,36
2016,9,30,9,19,0.0,67,1023,4,11,36
2016,9,30,10,19,0.0,63,1023,4,12,45
2016,9,30,11,20,0.0,60,1023,4,13,56
2016,9,30,12,20,0.0,57,1023,5,14,68
2016,9,30,13,20,0.0,57,1023,5,14,68
2016,9,30,14,20,0.0,58,1022,6,15,81
2016,9,30,15,20,0.0,58,1022,7,15,81
2016,9,30,16,19,0.0,62,1022,8,14,68
2016,9,30,17,19,0.0,67,1021,10,13,56
2016,9,30,18,18,0.0,71,1021,11,13,56
2016,9,30,19,18,0.0,77,1021,16,10,27
2016,9,30,20,17,0.0,83,1022,21,7,9
2016,9,30,21,17,0.0,89,1022,27,5,2
2016,9,30,22,16,0.0,90,1022,38,3,0
2016,9,30,23,16,0.0,91,1022,50,2,0
2016,10,1,0,16,0.0,91,1022,62,1,0
2016,10,1,1,16,0.0,91,1022,59,1,0
2016,10,1,2,16,0.0,91,1022,56,2,0
2016,10,1,3,16,0.0,91,1022,53,2,0
2016,10,1,4,17,0.0,89,1022,47,3,0
2016,10,1,5,17,0.1,87,1022,42,5,2
2016,10,1,6,18,0.1,85,1022,37,6,5
2016,10,1,7,18,0.0,80,1022,33,9,20
2016,10,1,8,19,0.0,74,1022,29,11,36
2016,10,1,9,19,0.0,69,1023,25,13,56
2016,10,1,10,20,0.0,65,1023,18,15,81
2016,10,1,11,20,0.0,60,1023,12,16,95
2016,10,1,12,21,0.0,56,1022,6,18,126
2016,10,1,13,20,0.0,56,1022,5,19,143
2016,10,1,14,20,0.1,57,1022,3,21,182
2016,10,1,15,20,0.1,58,1022,2,22,202
2016,10,1,16,19,0.0,62,1022,1,22,202
2016,10,1,17,19,0.0,66,1022,1,21,182
2016,10,1,18,18,0.0,70,1022,0,21,182
2016,10,1,19,17,0.0,75,1022,0,18,126
2016,10,1,20,17,0.0,80,1023,0,16,95
2016,10,1,21,16,0.0,85,1023,0,14,68
2016,10,1,22,16,0.0,86,1023,0,13,56
2016,10,1,23,16,0.0,87,1024,0,12,45
2016,10,2,0,15,0.0,88,1024,0,11,36
2016,10,2,1,16,0.0,89,1024,0,11,36
2016,10,2,2,16,0.0,90,1024,0,10,27
2016,10,2,3,17,0.0,90,1023,0,10,27
2016,10,2,4,18,0.0,89,1023,0,10,27
2016,10,2,5,19,0.0,87,1023,0,10,27
2016,10,2,6,20,0.0,85,1023,0,10,27
2016,10,2,7,21,0.0,79,1024,2,10,27
2016,10,2,8,22,0.0,73,1024,4,10,27
2016,10,2,9,23,0.0,67,1024,5,10,27
2016,10,2,10,24,0.0,61,1024,8,9,20
2016,10,2,11,25,0.0,54,1024,11,9,20
2016,10,2,12,26,0.0,47,1023,14,8,14
2016,10,2,13,26,0.0,46,1023,19,8,14
2016,10,2,14,25,0.0,44,1022,25,8,14
2016,10,2,15,25,0.0,43,1022,30,9,20
2016,10,2,16,24,0.0,46,1022,38,9,20
2016,10,2,17,24,0.0,50,1022,45,10,27
2016,10,2,18,23,0.0,54,1022,52,11,36
2016,10,2,19,22,0.0,59,1022,36,11,36
2016,10,2,20,22,0.0,64,1022,20,10,27
2016,10,2,21,21,0.0,69,1022,5,10,27
2016,10,2,22,21,0.0,69,1022,3,9,20
2016,10,2,23,21,0.0,69,1022,2,9,20
2016,10,3,0,20,0.0,69,1022,0,9,20
2016,10,3,1,20,0.0,67,1021,0,9,20
2016,10,3,2,21,0.0,64,1021,0,8,14
2016,10,3,3,21,0.0,62,1021,0,8,14
2016,10,3,4,22,0.0,59,1021,9,8,14
2016,10,3,5,23,0.0,56,1021,17,7,9
2016,10,3,6,24,0.0,53,1020,26,7,9
2016,10,3,7,25,0.0,47,1020,34,6,5
2016,10,3,8,26,0.0,42,1020,43,5,2
2016,10,3,9,27,0.0,37,1021,52,5,2
2016,10,3,10,28,0.0,34,1020,37,4,1
2016,10,3,11,28,0.0,31,1020,22,4,1
2016,10,3,12,29,0.0,28,1020,7,4,1
2016,10,3,13,29,0.0,29,1020,9,6,5
2016,10,3,14,29,0.0,29,1019,11,9,20
2016,10,3,15,29,0.0,30,1019,13,11,36
2016,10,3,16,28,0.0,34,1019,15,12,45
2016,10,3,17,28,0.0,37,1018,18,13,56
2016,10,3,18,27,0.0,41,1018,21,14,68
